date,mean_SWE,Discharge,Precipitation,tmax,tmin,longwave_radiation,shortwave_radiation,wind,hum
10/1/2003,0,25.3,0,17.09,4.39,243.26,215.82,2.9247,41.37430666
10/2/2003,0,25.9,0,16.68,1.49,226.9,216.21,1.0515,35.8865541
10/3/2003,0,26.3,0,15.61,0.52,256.19,196.75,2.3103,40.00971351
10/4/2003,0,26.1,0,16.09,3.33,250.28,208.64,1.3649,39.15043049
10/5/2003,0,26,0,16.62,2.3,250.64,195.78,1.8333,38.06918575
10/6/2003,0,26.3,0,18.33,2.38,246.24,205.55,2.1321,41.22166908
10/7/2003,0,25.3,0,18.4,3.9,244.91,197.26,0.9262,40.23870713
10/8/2003,0,24.4,0,19.47,4.82,242.51,202.02,2.313,31.46882397
10/9/2003,0,23.3,0,16.98,4.27,233.35,201.53,3.2502,28.31663023
10/10/2003,0,23.2,0.69,10.35,-2.07,206.44,203.56,1.8141,28.26709731
10/11/2003,0,23.8,0,16.99,-0.8,217.88,197.67,1.6088,22.65277865
10/12/2003,0,23.6,0,17.43,-0.2,232.37,194.11,2.2521,35.77171094
10/13/2003,0,23.3,0,16.49,-3.33,213.31,197.52,1.1712,24.21267207
10/14/2003,0,23.1,0,15.83,2.18,220.62,193.23,2.5618,23.94476402
10/15/2003,0,21.6,0,14.76,2.26,211.39,194.42,3.3538,27.21983105
10/16/2003,0,21.4,0,18.01,1.87,221.31,189.15,1.8735,25.69441419
10/17/2003,0,21.7,0,19.98,2.96,228.68,187.69,2.0603,26.00368131
10/18/2003,0,21.7,0,16.99,3.84,224.67,179.79,4.0924,17.35069642
10/19/2003,0,21.7,0,18.16,4.37,239.88,182,3.3373,39.84412134
10/20/2003,0,21.3,0,20.47,3.85,220.79,182.97,2.9921,22.0951631
10/21/2003,0,21.4,0,21.52,3.87,224.95,181.65,3.172,22.00961935
10/22/2003,0,21.3,0,18.1,4.24,217.63,179.75,3.4034,20.07468472
10/23/2003,0,20.8,0,14.48,-1.11,225.96,177.13,0.3869,20.82887841
10/24/2003,0,20.3,0,18.49,-2.02,205.75,175.64,1.2803,21.04931929
10/25/2003,0,20.5,0,14.77,-1.26,219.19,171.7,2.6264,17.20242252
10/26/2003,0,20.7,0,16.33,0.3,230.61,168.37,3.1417,25.42174811
10/27/2003,0,25.4,0,17.16,0.68,214.7,171.43,2.6141,24.02810613
10/28/2003,0,29.2,0,19.55,2.32,235.53,163.4,2.5567,27.64264484
10/29/2003,0,28.9,0,11.86,0.46,228.8,163.29,5.2944,30.61201086
10/30/2003,0,27.3,3.17,0.55,-10.05,181.87,166.48,6.8649,51.61895082
10/31/2003,0,24.2,7.59,-4.26,-10.71,236.42,88.27,2.047,62.07767092
11/1/2003,0,31.2,0.94,-1.25,-13.76,216.12,148.85,0.2663,74.35581249
11/2/2003,0,27.2,0.75,-1.37,-13.74,179.88,133.62,2.4089,61.97182841
11/3/2003,0,31.5,7.56,-1.8,-14.33,245.18,92.75,3.968,72.95827462
11/4/2003,0.001,27.7,0,2.67,-15.04,170.3,155.77,2.1073,63.19107271
11/5/2003,0,31.5,0,1.97,-9.38,194.6,151.25,2.3483,57.94264769
11/6/2003,0,30,0.12,5.04,-9.53,196.96,141.11,1.5864,63.68330859
11/7/2003,0,32.1,1.85,2.27,-5.78,245.96,107.48,2.6563,69.4590501
11/8/2003,0,31.4,8.84,2.14,-5.94,214.94,125.26,3.8962,70.66035754
11/9/2003,0.001,32,42.11,-0.84,-8.02,250.01,88.3,6.0993,73.73359664
11/10/2003,0.003,32,5.12,2.45,-10.99,196.12,139.36,1.1989,77.17346215
11/11/2003,0.002,32,0.4,4.47,-11.8,171.71,145.44,1.8821,56.66697075
11/12/2003,0.002,33,2,0.17,-9.98,190.12,135.29,3.7464,50.57642239
11/13/2003,0.046,34,0.14,2.21,-7.04,234.04,129.83,2.3563,72.71396128
11/14/2003,0.046,35,1.53,3.79,-8.28,186.43,127.42,2.7351,70.03036778
11/15/2003,0.045,36,4.64,-0.91,-8.07,244.04,110.03,3.6604,72.58051939
11/16/2003,0.046,36.2,0,3.97,-10.64,222.55,123.71,2.7239,76.84040383
11/17/2003,0.046,39.5,0.8,8.12,-4.15,243.98,127.58,6.9867,69.60493721
11/18/2003,0.052,39.3,0,13.37,-4.76,192.78,135.17,1.5049,44.87420571
11/19/2003,0.052,39.6,0,9.8,0.37,191.11,132.33,3.8282,27.97819607
11/20/2003,0.049,41,0,6.93,-1.76,194.18,116.02,4.3256,31.16226729
11/21/2003,0.047,37.8,0.14,-1.02,-13.26,190.19,130.13,6.219,47.9434509
11/22/2003,0.045,32.2,0,-2.98,-16.72,177.88,131.11,4.1731,57.11237013
11/23/2003,0.045,32,0,7.59,-11.24,166.15,129.9,0.8712,32.20264541
11/24/2003,0.044,33,0,3.87,-4.6,196.4,114.46,2.6947,34.57223545
11/25/2003,0.047,33,0,2.1,-7.08,176.47,125.07,3.3078,48.89141271
11/26/2003,0.046,33,0.08,3.78,-9.46,175.37,123.79,5.5345,56.37466928
11/27/2003,0.045,33,0,7.91,-9.82,177.71,124.26,0.6726,45.26346829
11/28/2003,0.045,33,0.39,8.43,-1.28,257.66,86.04,3.4241,32.22928553
11/29/2003,0.043,34,0.26,8.96,-1.13,277.64,85.24,3.9342,49.90569376
11/30/2003,0.041,34,0,6.12,-2.97,269.9,94.2,4.2264,34.60138775
12/1/2003,0.04,34,3.89,3.13,-3.53,226.8,89.25,5.4312,47.23972035
12/2/2003,0.038,34,0,8.69,-6.66,215.52,113.97,1.8879,67.00930584
12/3/2003,0.051,33.2,0.3,9.58,-4.26,215.14,114.12,1.2505,42.91420925
12/4/2003,0.051,33.5,1.17,9.11,-3.93,223.99,84.97,2.7046,33.62672111
12/5/2003,0.049,53.7,16,5.16,-0.18,297.79,65.41,4.2046,62.84423983
12/6/2003,0.046,58,33.38,2.31,-2.01,266.09,78.46,7.6205,77.79361466
12/7/2003,0.049,49,21.3,-0.96,-9.19,246.28,89.82,7.2415,76.33555587
12/8/2003,0.053,45,1.94,0.32,-14.44,169.68,115.77,3.2398,63.94403382
12/9/2003,0.087,40,6.19,1.95,-9.94,205.84,105.56,3.37,28.55122816
12/10/2003,0.087,37,19.02,-2.7,-6.9,245.63,75.43,6.6702,64.11336378
12/11/2003,0.093,33,9.77,-1.62,-14.59,235.66,69.42,3.0119,78.44201929
12/12/2003,0.108,40,3.79,1.22,-10.31,205.9,96.72,2.7757,67.47924441
12/13/2003,0.108,44,3.57,2.43,-2.52,252.07,98.12,4.9889,79.32487415
12/14/2003,0.107,39,18.53,-2.02,-14.9,230.63,80.53,6.6791,74.60263873
12/15/2003,0.114,35,0.04,0.01,-16.55,162.55,110.07,1.8628,61.22736703
12/16/2003,0.113,35,0.13,8.32,-8.23,190.94,108.04,2.1367,39.30268112
12/17/2003,0.145,35,0,8.79,-5.02,204.84,110.39,1.6933,37.60335264
12/18/2003,0.145,39,0.16,9.75,-2.59,221.96,100.95,2.9205,33.99153579
12/19/2003,0.144,41,6.4,9.9,-3.75,232.1,98.54,3.9123,34.65560961
12/20/2003,0.142,41,7.72,3.18,-5.05,252.85,87.31,4.2062,65.20099488
12/21/2003,0.142,42,1.92,4.06,-9.88,225.37,107.93,1.2702,71.32323269
12/22/2003,0.143,37,0.43,6.28,-7.84,187.69,106.89,1.5269,47.92250092
12/23/2003,0.161,38,7.28,1.74,-6,239.86,78.88,5.1953,54.41678582
12/24/2003,0.16,40,35.68,0.05,-6.42,257.27,73.91,6.8106,79.49819096
12/25/2003,0.171,40,14.75,-4.12,-11.22,260.08,78.11,4.2101,79.88739771
12/26/2003,0.188,38,3.32,-7.55,-19.16,213.02,105.31,5.0293,76.02578032
12/27/2003,0.188,32,4.85,-5,-19.9,148.59,112.89,3.5554,65.68127208
12/28/2003,0.187,32,1.91,-2.5,-14.99,175.8,100.03,2.5184,52.56667335
12/29/2003,0.186,32,36.32,-3.06,-6.37,235.04,98.84,8.7119,66.62867487
12/30/2003,0.242,32,5.84,1.23,-7.51,242.84,81.92,2.6698,80.09604465
12/31/2003,0.264,32,4.57,-1.84,-6.41,221.52,82,3.397,78.90060216
1/1/2004,0.264,32,38.11,-4.46,-9.18,238.79,94.31,8.7932,79.11206099
1/2/2004,0.287,32,8.44,-6.54,-13.5,207.32,91.09,7.679,78.15287398
1/3/2004,0.289,32,0.91,-6.6,-21.25,200.98,119.18,4.269,73.86715827
1/4/2004,0.289,32,1.21,-2.42,-18.72,146.72,117.05,2.2324,60.88638625
1/5/2004,0.288,32,0.45,3.78,-13.52,183.25,116.17,1.1558,52.52692514
1/6/2004,0.34,32,3.26,3.13,-7.93,231.57,81.73,2.0935,52.58334762
1/7/2004,0.339,32,5.81,1.27,-5.56,250.75,100.2,4.6922,66.9029058
1/8/2004,0.34,32,0.7,7.11,-4.77,212.85,116.6,3.9842,73.11103291
1/9/2004,0.338,36,0,5.76,-3.73,197.59,119.3,4.8065,56.868818
1/10/2004,0.334,40,0,8.76,-3.13,192.18,121.52,3.1493,46.01806494
1/11/2004,0.332,41,0,9.19,-5.27,188.57,122.92,3.3512,44.75149123
1/12/2004,0.331,41,0,8.88,-5.15,203.8,110.83,3.5371,42.58197489
1/13/2004,0.357,40,0,9.56,-6.26,188.53,122.48,3.0905,33.3300472
1/14/2004,0.356,40,0,8.64,-7.04,178.99,126.73,2.3899,36.0207922
1/15/2004,0.355,40,0.09,5.38,-8.48,187.63,126.2,0.7954,48.44564457
1/16/2004,0.356,40,0,6.29,-8.44,187.37,122.06,2.029,46.84008191
1/17/2004,0.355,40,0,8.77,-7.18,190.16,129.41,0.0899,49.11692976
1/18/2004,0.355,40,0,5.24,-8.7,216.51,96.95,1.9488,57.31744884
1/19/2004,0.354,40,0.03,4.62,-11.05,178.7,130.35,2.4361,60.17284665
1/20/2004,0.355,40,2.99,-3.85,-11.99,206.4,85.85,2.4452,66.67995635
1/21/2004,0.356,40,0.17,-0.87,-13.82,167.23,133.99,3.0539,64.21592311
1/22/2004,0.356,40,0.3,7.66,-12.23,166.73,135.94,1.5343,36.10387272
1/23/2004,0.355,40,0,10.01,-7.11,178.38,135.37,1.1013,28.33182728
1/24/2004,0.353,40,1.12,0.83,-8.62,207.11,100.15,3.4157,46.92702762
1/25/2004,0.352,40,0,-0.13,-13.19,165.39,138.8,4.4634,61.08919296
1/26/2004,0.351,39,0.95,-0.56,-10.07,196.83,118.1,3.6867,49.79277622
1/27/2004,0.35,39,6.99,-0.37,-10.76,249.42,115.14,4.8147,74.56792291
1/28/2004,0.366,39,0.73,4.5,-12.64,203.96,135.48,1.8995,69.01746533
1/29/2004,0.365,39,0,7.99,-7.26,214.1,136.38,3.1069,72.4332985
1/30/2004,0.365,38,0.74,1.15,-8.45,198.55,133.72,4.4292,65.44018355
1/31/2004,0.363,38,0,-0.74,-13.2,195.79,148.16,2.3258,69.09137404
2/1/2004,0.362,38,0.05,0.35,-10.73,197.41,101.11,2.6318,50.39603445
2/2/2004,0.362,37.6,32.63,-2.02,-10.79,226.47,125.94,4.8093,73.10935073
2/3/2004,0.372,38,2.96,-2.59,-13.54,228.04,109.38,3.9599,78.24987653
2/4/2004,0.372,38,0,-2.88,-16.31,196.97,143.05,4.0522,76.76133796
2/5/2004,0.416,38,0.1,-1.15,-14.37,165.3,161.72,3.4056,55.81722949
2/6/2004,0.414,38,3.5,7.42,-11.64,204.04,127.06,1.181,40.01917892
2/7/2004,0.413,38,1.73,-0.96,-15.77,219.31,163.88,3.6069,70.73570785
2/8/2004,0.413,38,0,1.17,-17.31,156.06,168.19,1.9302,48.00205537
2/9/2004,0.412,39,0.37,-2.5,-14.41,172.62,170.49,2.5885,55.02280793
2/10/2004,0.412,39,0.7,4.14,-16.63,157.79,172.24,3.108,41.359793
2/11/2004,0.428,39,0,4.52,-11.8,179.82,171.09,2.0975,36.64414883
2/12/2004,0.427,39,0,5.27,-13.25,158.09,177.09,2.0187,31.8821591
2/13/2004,0.426,40,0.6,3.19,-11.42,175.98,163.85,3.2404,33.23586307
2/14/2004,0.425,40,0,2.84,-11.31,214.36,157.33,2.4753,53.04165427
2/15/2004,0.424,39.5,1.96,3.19,-5.74,214.9,146.77,2.9385,65.57006853
2/16/2004,0.423,47.5,23.23,3.93,-3.47,278.02,100.31,5.1467,73.35741897
2/17/2004,0.428,59.6,14.72,1.98,-3.1,230.95,151.51,8.0005,73.03640835
2/18/2004,0.451,52.7,21.74,0.72,-10.66,258.67,146.4,6.8302,74.23956491
2/19/2004,0.462,54.7,1.53,4.42,-12.29,193.12,171.51,3.0877,66.31873977
2/20/2004,0.491,49.5,2.59,-1.1,-7.68,226.77,145.88,3.7198,63.13773365
2/21/2004,0.492,53,1.27,1.18,-8.85,251.75,95.5,2.6521,74.85705371
2/22/2004,0.493,50.5,6.26,-0.35,-9,251.69,149.12,2.8268,78.12505114
2/23/2004,0.492,48.5,0.75,3.71,-10.75,228.24,173.84,0.6981,76.66057363
2/24/2004,0.504,50.4,1.85,-0.49,-8.36,198.5,149.14,4.1211,75.43797863
2/25/2004,0.515,40.1,52.6,-0.56,-8.03,220.88,147.44,6.8343,72.73616473
2/26/2004,0.526,40.6,24.31,-2.75,-11.33,235.01,157.14,8.0385,76.85037698
2/27/2004,0.542,51.3,0.56,-1.53,-15.6,227.38,133.25,3.1548,74.77540115
2/28/2004,0.586,50.8,1.54,0.26,-13.17,164.49,203.34,4.718,67.61290661
2/29/2004,0.587,56.4,0.63,1.88,-13.19,182.38,204.91,2.9751,58.84412347
3/1/2004,0.586,63.2,6.77,1.12,-9.44,233.82,138.89,2.9762,69.53411874
3/2/2004,0.594,59.7,2.21,-3.49,-9.16,228.51,175.05,1.9819,76.06010013
3/3/2004,0.597,50.2,0.95,8.12,-12.78,174.35,206.08,1.6479,59.80359039
3/4/2004,0.597,48.7,0,4.85,-11.98,207.64,192.02,3.8019,58.83450389
3/5/2004,0.601,50,0.01,7.73,-8.02,202.01,198.29,4.4757,65.46318421
3/6/2004,0.6,53.1,0,9.73,-4.99,208.34,212.57,3.3957,68.16535675
3/7/2004,0.599,62.1,0.23,11.22,-5.13,200.08,217.37,2.0259,49.45495248
3/8/2004,0.597,73.8,0,13.33,-3.76,207.5,215.7,3.1323,40.51960709
3/9/2004,0.601,89.5,0.08,14.63,-2.8,209.33,219.14,1.2415,39.24125322
3/10/2004,0.599,115,0.03,8.38,-4.51,201.66,227.62,3.8638,52.24442286
3/11/2004,0.597,129,0,13.55,-6.36,184.61,228.67,2.1617,28.75819563
3/12/2004,0.591,146,0,10.95,-4.76,191.36,231.77,1.3434,38.58418103
3/13/2004,0.589,158,0.07,14.55,-5.28,185.97,235.61,1.1744,43.93698715
3/14/2004,0.587,180,0,15.3,-2.24,211.59,223.65,2.5243,39.61260517
3/15/2004,0.584,230,0,10.24,-3.69,211.26,234.97,1.7614,55.54349551
3/16/2004,0.581,260,0,10.85,-4.66,193.56,237.95,1.7822,44.96937763
3/17/2004,0.577,271,0,15.46,-3.82,196.05,237.99,0.4388,38.43096026
3/18/2004,0.53,308,0.22,13.3,-1.46,210.23,224.9,2.763,28.2091412
3/19/2004,0.524,359,0.07,14.17,-0.39,206.65,238.37,3.493,38.12475754
3/20/2004,0.517,398,0,18.66,0.18,197.75,248.51,2.8474,26.24821291
3/21/2004,0.512,451,0,17.3,0.04,210.05,242.79,3.0702,43.78920504
3/22/2004,0.502,492,0,15.13,0.08,225.15,235.58,1.6735,43.35300645
3/23/2004,0.492,517,0,13.05,-1.35,194.78,252.76,2.1662,39.54223425
3/24/2004,0.513,481,0,8.11,-2.43,186.81,255.23,2.8627,37.64953722
3/25/2004,0.509,430,12.61,4.56,-5.01,199.42,219.82,5.2284,32.49130688
3/26/2004,0.519,371,4.26,1.93,-8.8,221.3,230.4,5.0976,64.79632429
3/27/2004,0.518,313,0,10.71,-6.49,209.25,252.94,3.2774,67.32362843
3/28/2004,0.517,300,0.98,12.8,-5.1,193.86,259.57,1.7826,40.13336832
3/29/2004,0.516,323,0.19,14.1,-1.78,196.53,258.19,3.4452,33.70617756
3/30/2004,0.527,358,0,8.98,-0.13,203.61,260.1,5.8131,48.82819614
3/31/2004,0.523,370,0,9,-3.2,206.33,263.15,4.037,52.22196595
4/1/2004,0.52,370,0,-0.59,-7.55,178.19,267.33,1.9856,43.94029105
4/2/2004,0.519,317,0,4.55,-8.16,200.38,255.62,4.8134,55.76156502
4/3/2004,0.519,301,0.71,11.77,-2.07,227.78,266.7,1.1437,56.51954246
4/4/2004,0.518,356,1.51,14.22,-1.48,227.03,259.04,0.3727,57.17149998
4/5/2004,0.517,474,0,10.87,-1.31,218.12,274.91,1.6454,44.71219538
4/6/2004,0.514,523,0,7.14,-4.04,195.76,283.87,3.01,38.55072498
4/7/2004,0.5,467,0,10.14,-4.15,204.15,278.19,3.1788,38.38363555
4/8/2004,0.496,461,0.58,12.69,-2.75,214.09,280.99,1.7525,42.700187
4/9/2004,0.495,496,0.24,12.51,-3.45,205.41,286.19,2.457,38.83096863
4/10/2004,0.485,513,0.09,9.73,-4.35,195.75,291.12,3.1747,31.84979626
4/11/2004,0.483,492,0,14.55,-5.47,185.19,295.3,1.7465,25.71512481
4/12/2004,0.481,520,0,11,-1.26,205.48,278.25,2.1219,31.0960499
4/13/2004,0.46,561,0,5.61,-2.71,209.76,285.81,4.7749,35.68678535
4/14/2004,0.452,493,0,5.81,-3.29,200.21,291.54,4.0585,45.6950566
4/15/2004,0.45,430,0.4,4.15,-3.4,190.57,279.9,4.5715,43.22318729
4/16/2004,0.446,391,2.5,2.71,-4.87,205.01,288.8,4.713,41.10734372
4/17/2004,0.445,349,2.85,1.17,-8.14,202.47,249.03,2.9588,55.59931162
4/18/2004,0.444,319,0.9,2.47,-10.21,189.99,276.08,3.1675,57.5272538
4/19/2004,0.444,310,1.42,2.53,-6.57,234.09,266.73,3.3391,61.18944047
4/20/2004,0.464,279,0.94,4.6,-2.81,233.2,259.21,5.8683,62.53123396
4/21/2004,0.463,258,2.08,5.33,-4.68,237.07,287.44,7.4972,59.24698436
4/22/2004,0.467,263,0,3.77,-7.61,177.01,312.61,4.8401,53.52732278
4/23/2004,0.466,262,0.55,13.33,-7.02,186.06,306.73,2.9091,33.23248771
4/24/2004,0.467,306,0.24,14.24,-3.65,203.63,308.28,1.1941,31.87638071
4/25/2004,0.467,386,0,15.8,-2.35,210.01,305.03,1.5662,31.75986314
4/26/2004,0.465,526,0,17.56,-0.12,212.01,312.82,2.5554,29.15857295
4/27/2004,0.464,728,0.21,16.53,1.28,214.15,312.25,0.666,25.34253757
4/28/2004,0.456,862,0,11.5,-3.79,206.89,314.83,5.7658,30.32924852
4/29/2004,0.448,774,0,9.14,-7.05,184.29,318.58,4.2086,31.35374866
4/30/2004,0.446,674,0.58,14.7,-5.25,194.43,316.16,2.0204,28.59774784
5/1/2004,0.444,745,0.23,16.88,-1.36,207.96,319.8,0.6359,36.09482386
5/2/2004,0.439,893,0.06,19.05,1.36,247.69,304.15,0.4072,44.76767783
5/3/2004,0.428,1050,0.01,19.37,3.26,227.61,319.96,1.9509,28.55124479
5/4/2004,0.413,1150,0,16.68,3.31,222.95,320.66,4.1602,33.9975015
5/5/2004,0.393,1220,0,13.37,5.16,225.7,310.56,5.8213,40.62569725
5/6/2004,0.38,1140,0.01,12.63,2.26,229.33,307.1,5.4952,39.36353895
5/7/2004,0.378,1000,0.12,10.86,3,214.09,322.13,6.597,37.48458191
5/8/2004,0.372,918,0.12,12.15,0.17,213.83,312.8,4.1438,47.40046361
5/9/2004,0.368,936,0,14.83,-1.02,215.7,320.32,1.3136,27.80598533
5/10/2004,0.364,910,1.71,5.46,-5.27,208.51,328.72,5.0878,39.0389034
5/11/2004,0.352,705,0,5.93,-5.35,200.27,328.71,5.9708,58.75280427
5/12/2004,0.351,602,0,11.67,-7.58,198.67,328.95,2.8813,56.95171507
5/13/2004,0.35,634,0,14.45,-3.45,195.95,333.47,1.7229,34.0321986
5/14/2004,0.348,730,0,14.53,-0.28,210.06,327.82,1.9347,33.76636585
5/15/2004,0.344,777,0.12,14.04,0.05,216.24,323.28,2.0312,30.50270956
5/16/2004,0.338,765,0,13.91,-0.06,225.03,308.32,2.2212,35.37475034
5/17/2004,0.333,796,0.01,10.27,-1.19,221.24,327.31,3.5901,34.94711436
5/18/2004,0.329,765,0.12,8.51,-3.08,200.56,333.37,3.8874,48.90283649
5/19/2004,0.326,694,0,11.88,-4.54,197.86,337.84,1.1115,43.82377806
5/20/2004,0.326,705,0,9.51,-4.32,221.73,300.64,2.0116,49.54187206
5/21/2004,0.324,657,0.24,9.72,-5.35,208.46,323.68,2.7686,52.76209451
5/22/2004,0.296,629,0.28,10.37,-3.31,221.93,325.13,3.7541,57.71493636
5/23/2004,0.294,653,0.18,10.48,-2.5,203.18,341.45,3.7346,41.67993625
5/24/2004,0.292,659,0.45,12.75,-4.89,211.24,321.79,0.2577,40.79096082
5/25/2004,0.293,652,0.04,11.91,-2.84,230.5,326.81,3.0332,50.91153798
5/26/2004,0.284,616,0,15.54,-2.21,225.71,312.77,2.4052,39.83337088
5/27/2004,0.28,708,3.08,15.08,2.32,252.78,293.65,2.6473,46.29030708
5/28/2004,0.264,1170,23.57,7.26,-2.83,278.96,295.15,4.6115,65.18021114
5/29/2004,0.261,907,1.43,13.8,-4.75,216.11,340.56,3.0866,59.21129603
5/30/2004,0.259,743,0.31,17.93,-0.44,218.95,342.23,3.1472,35.47501627
5/31/2004,0.252,833,0.21,19.14,3.5,239.13,326.32,1.9744,34.42258116
6/1/2004,0.243,867,0,18.59,2.02,233.78,335.66,1.4852,33.07593502
6/2/2004,0.234,925,0,20.77,3.84,232.33,337,1.3502,31.31224178
6/3/2004,0.224,984,0,20.12,5.09,230.45,339.35,3.0635,30.52172612
6/4/2004,0.209,983,0,21.8,4.91,235.93,337.53,1.5609,28.62847628
6/5/2004,0.196,944,0,21.12,5.94,236.14,325.12,1.4286,28.13163385
6/6/2004,0.181,997,0,19.02,4.98,241.55,335.84,2.7054,30.91381171
6/7/2004,0.168,1000,0,14.48,2.66,228.96,340.64,3.8686,36.87827735
6/8/2004,0.157,816,0,9.46,-3.69,201,341.59,2.9178,36.63029344
6/9/2004,0.155,612,0,6.79,-5.14,230.65,274.62,4.0517,55.89595927
6/10/2004,0.156,485,0,12.98,-0.92,231.94,325.06,4.3305,67.33851634
6/11/2004,0.155,483,0,14.03,-0.27,223.25,335.65,1.1807,45.77667314
6/12/2004,0.153,505,0,19,1.13,250,312.24,1.6443,46.87827365
6/13/2004,0.15,600,0,20.99,4.96,259.13,334.17,0.9336,42.08619866
6/14/2004,0.143,731,0,20.39,5.19,259.65,333.37,1.243,40.25362875
6/15/2004,0.137,762,0.67,19.96,5.28,254.53,323.97,2.0761,35.8462799
6/16/2004,0.136,718,0,19.77,2.73,259.71,329.72,1.2972,37.95377879
6/17/2004,0.13,680,0,18.54,3.68,255.39,335.31,0.2741,40.55623046
6/18/2004,0.124,645,0,18.75,2.63,245.46,332.19,0.8653,42.30464723
6/19/2004,0.115,580,0,20.05,2.53,246.96,337.15,1.1448,42.11503497
6/20/2004,0.11,549,0,21.06,4.25,235.31,341.8,1.5242,34.64364918
6/21/2004,0.105,528,0.32,20.33,3.48,245.23,336.56,1.4572,31.38821575
6/22/2004,0.101,487,0,20.51,5.22,255.76,330.83,2.7518,36.73482321
6/23/2004,0.093,519,0,21.13,5.84,247.66,339.25,3.6254,34.05883752
6/24/2004,0.086,503,0.21,20.55,5.68,253.94,327.51,1.6459,37.76266563
6/25/2004,0.082,460,0.06,21.31,5.04,251.28,328.74,0.7004,34.93065173
6/26/2004,0.078,434,0,20.74,4.88,252.18,331.67,1.0732,34.71300694
6/27/2004,0.075,406,0.45,20.05,5.29,251.4,334.43,0.7484,33.81049156
6/28/2004,0.072,363,0.48,17.7,4.7,254.5,334.12,1.995,30.88261717
6/29/2004,0.067,316,3.63,18.63,3.6,247.47,333.35,1.5265,35.94582082
6/30/2004,0.063,299,1.37,17.67,2.47,247.04,318.72,0.2154,41.76950674
7/1/2004,0.061,277,0.38,16.71,1.87,254.89,308.37,0.7713,45.93326235
7/2/2004,0.059,288,0.23,18,2.71,273.23,285.48,1.266,50.91300349
7/3/2004,0.056,295,0,20.04,4.27,274.03,294.51,1.1502,48.61308506
7/4/2004,0.052,308,0,21.61,4,257.68,326.27,0.6653,43.66276058
7/5/2004,0.049,291,1.52,24.27,6.97,264.71,333.1,0.5202,40.78098288
7/6/2004,0.045,321,6.21,23.88,7.79,275.18,327.62,1.0959,38.34650837
7/7/2004,0.041,303,0,19.35,6.35,269.31,330.58,2.0133,37.87997065
7/8/2004,0.036,279,0,19.15,6.04,251.2,335.96,1.7694,44.25255206
7/9/2004,0.033,257,0,16.39,6.05,245.43,330.87,2.2904,39.6263782
7/10/2004,0.031,242,0,17.3,4.88,236.1,333.53,3.498,36.42524279
7/11/2004,0.029,212,0,19.45,4.26,239.66,334.9,2.6377,32.0543952
7/12/2004,0.027,188,0,20.98,7.28,240.67,335.05,4.0338,28.0858894
7/13/2004,0.024,185,0,21.71,9.68,247.78,334.06,4.2743,29.90414534
7/14/2004,0.022,192,0,22.88,7.46,259.22,328.98,3.6246,30.07242312
7/15/2004,0.02,185,0,23.62,7.39,275.86,259.86,1.9282,27.74414737
7/16/2004,0.018,190,0,23.66,8.32,305.93,296.45,0.5813,32.1002738
7/17/2004,0.016,199,0,22.41,8.73,296.41,293.53,0.8557,39.43486966
7/18/2004,0.015,196,0,21.84,7.74,296.22,291.99,1.5025,42.10411886
7/19/2004,0.013,191,0,21.09,7.47,270.85,321.2,2.73,43.9164461
7/20/2004,0.011,178,0,22.05,6.01,256.44,324.62,1.4788,43.29553243
7/21/2004,0.01,166,0.01,23.93,6.18,261.42,326.6,1.0368,35.62882287
7/22/2004,0.009,167,0,24.08,7.21,257.97,327.19,0.1855,29.30413276
7/23/2004,0.008,164,0.45,24.37,8.23,268.49,320.01,0.4368,28.93471888
7/24/2004,0.007,160,0,24.75,8.09,274.28,317.48,0.8783,30.15613736
7/25/2004,0.006,147,0,23.9,7.33,263.37,320.93,1.5248,34.4778867
7/26/2004,0.006,137,0.67,22.54,6.32,247.26,325.37,1.6474,27.9243819
7/27/2004,0.005,118,0,23.59,5.53,243.07,325.07,1.4648,28.19780636
7/28/2004,0.005,108,0,24.87,7.67,259.29,320.88,0.3146,29.90215946
7/29/2004,0.004,93.9,0,22.75,7.94,239.77,326.82,2.0413,25.88164815
7/30/2004,0.004,85.7,0,22.42,5.3,237.67,322.6,1.6542,25.54325344
7/31/2004,0.003,86.8,0,21.34,6.45,248.89,316.67,3.0376,30.82520169
8/1/2004,0.003,83.4,0,20.71,5.39,263.71,270.74,4.0982,36.87195558
8/2/2004,0.003,77.6,0,18.59,3.89,240.1,311.81,4.0487,35.97984598
8/3/2004,0.002,74.7,0,20.64,2.16,222.83,314.41,1.3424,31.25728616
8/4/2004,0.002,70.9,0,18.82,3.91,232.76,312.73,1.2997,33.66019396
8/5/2004,0.002,67.3,0,18.41,3.01,223.05,313,2.6949,34.56718849
8/6/2004,0.002,63.8,0.38,19.02,4.36,234.97,306.85,3.5635,37.60203361
8/7/2004,0.002,61.5,0,23.46,3.59,233.89,306.08,1.2033,32.18089234
8/8/2004,0.001,58.5,0,24.74,6.69,256.76,298.06,1.8186,28.24648065
8/9/2004,0.001,57,0,24.51,8.61,255.53,304.08,1.5082,30.98841657
8/10/2004,0.001,54.8,0,25.44,9.02,247.52,305.72,0.7237,27.21949047
8/11/2004,0.001,52.8,0,26.35,9.59,247.46,302.56,1.6264,25.85715103
8/12/2004,0.001,51.4,0.26,24.15,10.86,265.28,277.04,1.2204,24.66620535
