date,mean_SWE,Discharge,Precipitation,tmax,tmin,longwave_radiation,shortwave_radiation,wind,hum
6/18/2014,0,147,0,17.67,-3.06,212.64,345.12,1.8891,37.86593132
6/19/2014,0,142,1.05,19.96,2.41,226.55,343.8,1.2017,29.53560669
6/20/2014,0,141,0.18,20.1,6.25,228.89,324.14,2.3806,20.80591147
6/21/2014,0,133,0,19.44,6.04,225.37,340.32,2.8677,17.65898026
6/22/2014,0,125,0,20.19,4.92,220.28,345.32,1.9781,21.46979558
6/23/2014,0,121,0,21.72,4.9,235.33,339.75,0.8436,23.52506271
6/24/2014,0,118,0,19.53,6.37,243.68,339.52,2.4402,32.45943568
6/25/2014,0,116,0.07,18.75,5.17,246.81,336.08,2.6323,36.24520377
6/26/2014,0,125,0.13,12.61,3.69,269.98,292.73,4.9111,61.5917636
6/27/2014,0,148,0,17.8,4.12,248.03,332.69,3.3811,47.51590488
6/28/2014,0,120,0,22.23,5.8,236.43,341.06,1.7582,29.20810444
6/29/2014,0,107,0,25.49,8.89,256.96,336.7,1.7423,23.17304642
6/30/2014,0,104,0.58,26.3,8.1,256.26,337.59,1.2609,28.20794917
7/1/2014,0,98.7,0,25.73,8.61,275.54,316.59,2.007,30.16240144
7/2/2014,0,93.1,0,24.26,8.47,250.84,339.62,3.5268,32.80173662
7/3/2014,0,86.1,0,22.93,7.95,255.13,336.97,1.8164,34.74255292
7/4/2014,0,79.9,0,22.18,8.92,245.97,338.7,2.4294,28.23217103
7/5/2014,0,75.1,0,24.28,8.12,249.12,338.43,2.7567,29.10731274
7/6/2014,0,71.5,0,24.91,9.77,274.99,326.33,0.4876,29.86470972
7/7/2014,0,70.3,0.51,21.49,9.58,312.76,255.34,2.271,43.22614199
7/8/2014,0,76.8,0.06,22.09,9.2,311.18,225.57,2.1147,48.13576925
7/9/2014,0,75.7,0.07,23.41,8.16,282.41,317.35,0.4558,38.34855006
7/10/2014,0,74.4,2.27,21.99,8.78,275.55,304.92,1.9137,35.51756421
7/11/2014,0,78.9,1.04,20.33,8.35,298.9,280.24,1.9049,54.58999842
7/12/2014,0,73.1,0.27,24.78,7.07,279.68,327.8,1.1143,49.13488263
7/13/2014,0,66.7,0.59,26.99,9.99,276.51,323.2,1.6224,36.1150616
7/14/2014,0,65.1,4.83,27.5,10.57,294.11,290.13,0.4972,36.44801947
7/15/2014,0,121,13.43,24.49,9.35,346.83,198.33,2.1474,54.69353737
7/16/2014,0,122,6.06,21.81,10.07,342.41,190.74,1.7177,60.00005457
7/17/2014,0,103,8.21,23.46,9.07,320.55,245.12,1.3192,57.06665635
7/18/2014,0,98.4,6.55,24.91,8.79,297.57,284.74,1.5675,49.2825285
7/19/2014,0,81.8,8.69,24.67,8.19,307.63,276.49,0.9566,50.15470058
7/20/2014,0,123,5.87,18.58,6.77,327.5,204.42,1.1271,68.99045501
7/21/2014,0,106,2.65,18.86,5.67,299.62,264.51,1.3007,63.73707852
7/22/2014,0,83.2,0,20.85,6.56,283.93,281.77,2.6116,59.15828467
7/23/2014,0,72.2,0.58,20.86,7,239.02,327.89,4.5018,38.97010381
7/24/2014,0,64.3,0.34,22.9,6.31,240.32,326.71,1.2334,32.22828541
7/25/2014,0,55.5,0.16,22.59,7,241.5,320.92,1.263,30.22071929
7/26/2014,0,50.2,0.05,24.18,7.18,252.73,309.16,1.327,30.76194711
7/27/2014,0,47.8,0.06,22.89,10.08,283.93,258.18,2.1406,35.17312052
7/28/2014,0,49.8,1.8,21.53,9.73,313.54,254.66,0.3622,47.34827676
7/29/2014,0,50.8,1.48,21.39,7.76,307.68,241.31,2.4286,51.3368777
7/30/2014,0,59,2.7,20.31,7.58,318.4,211.75,0.9265,58.03304376
7/31/2014,0,53.6,1.18,22.01,8.06,298.27,267.34,0.9808,56.2945802
8/1/2014,0,47.9,1.59,23.17,8.95,282.98,264.2,0.631,46.90146677
8/2/2014,0,42.3,2.42,23.46,8.76,272.71,284.62,1.345,44.13305408
8/3/2014,0,42.1,2.69,18.74,8.1,318.72,199.35,1.5433,55.41586325
8/4/2014,0,52.5,4.41,12.1,7.95,326.53,135.44,2.0813,78.67848561
8/5/2014,0,55.9,0.89,13.8,5.34,315.47,231.07,1.2182,82.55334629
8/6/2014,0,53.2,10.36,18.48,4.31,268.42,265.8,1.315,70.27004731
8/7/2014,0,85.9,2.71,20.1,5.08,283.82,277.49,1.8708,68.87999109
8/8/2014,0,82.4,0,21.14,7.89,283.81,272.58,0.8052,57.35920327
8/9/2014,0,67.6,0.3,21.53,7.48,258.9,270.89,2.5347,42.61037309
8/10/2014,0,56.2,0,20.98,6.37,277.79,251.85,3.0297,50.110876
8/11/2014,0,50.8,4.24,19.33,6.44,267.96,238.03,3.6205,48.28189615
8/12/2014,0,51.2,0.86,17.78,7.29,279.89,286.06,4.6351,63.20861351
8/13/2014,0,44.4,0,16.94,8.9,267.33,288.4,4.4575,62.7003568
8/14/2014,0,40.8,0,19.22,6.38,250.09,292.13,3.4521,58.7801552
8/15/2014,0,37.7,0.08,21.56,6.14,241.22,294.67,2.7444,42.82859335
8/16/2014,0,35.4,0,22.31,7.4,241.75,296.68,0.9081,33.07831084
8/17/2014,0,32.3,0,21.76,8.8,235.68,294.65,1.7273,28.75379856
8/18/2014,0,30.6,0,21.19,7.28,249.25,281.92,2.7039,35.47374032
8/19/2014,0,31.7,0,20.68,6.64,257.27,266.85,1.4286,37.75394396
8/20/2014,0,35.5,0,20.43,6.21,260.76,269.58,1.8395,44.44212562
8/21/2014,0,34.2,0,20.23,6.38,262.14,280.18,1.9265,51.70530423
8/22/2014,0,29.6,0,17.31,6.27,253.97,282.97,3.8979,54.60327704
8/23/2014,0,27.4,0,19.5,3.2,236.5,285.2,1.8646,51.87442452
8/24/2014,0,26.7,0,20.44,3.76,242,283.43,0.7816,40.21032292
8/25/2014,0,25.8,0,17.61,4.46,240.52,277.57,2.5699,47.66190107
8/26/2014,0,25.5,0,17.76,3.1,244.6,278.31,1.4722,51.85211711
8/27/2014,0,25.1,0,21.68,4.71,244.44,277.97,1.2859,41.74016886
8/28/2014,0,24.1,0,23.52,7.4,248.6,277.04,0.8777,35.53992879
8/29/2014,0,23.4,0,22.33,8.42,254.45,258.42,1.6591,34.89690472
8/30/2014,0,22.3,0,20.32,11.37,274.47,269.23,4.0143,33.76454018
8/31/2014,0,21.1,0,21.87,7.83,235.7,272.58,2.7107,25.74856083
9/1/2014,0,21,0,24.53,5.84,251.16,272.23,0.2854,36.01258478
9/2/2014,0,20.7,0,23.08,7.76,250.2,270.81,1.0691,34.10487757
9/3/2014,0,20.2,0,22.46,6.32,231.03,272.53,1.7526,27.93901774
9/4/2014,0,20,0,20.16,3.61,240.21,268.86,1.6475,35.34668446
9/5/2014,0,19.6,0,21.08,3.53,235.08,266.33,1.2926,29.90160465
9/6/2014,0,19.2,0,20.85,5.55,240.02,263.75,3.1357,30.70946955
9/7/2014,0,18.8,0.06,20.36,7.41,240.21,261.42,3.6218,33.22108399
9/8/2014,0,19.6,1.95,15.04,4.01,261.83,248.58,4.603,52.71061129
9/9/2014,0,20.7,0,18.8,1.32,231.59,258.74,2.0388,44.31856373
9/10/2014,0,20,0.82,21.59,4.03,230.16,259.17,0.7496,30.44154355
9/11/2014,0,19.1,0.17,22.49,5.88,234,256.67,0.5624,28.31658421
9/12/2014,0,18.3,0.13,22.01,5.92,239.88,252.29,1.0007,29.79322146
9/13/2014,0,17.9,0,20.87,7.22,246.97,241.2,1.6997,31.76533888
9/14/2014,0,17.4,0,19.33,7.9,268.43,213.57,2.8762,40.68448372
9/15/2014,0,17.5,0.22,21.33,8.3,267.01,238.09,3.4053,47.29790448
9/16/2014,0,17,0,21.18,9.33,269.1,239.19,4.3669,45.82278093
9/17/2014,0,16,0,20.08,9.16,256.07,235.17,4.9709,35.34211849
9/18/2014,0,15.5,0,16.41,6.14,250.14,236.56,4.7667,45.05465193
9/19/2014,0,16.2,0,17.45,4.55,255.37,235.76,2.4324,54.1746665
9/20/2014,0,18.4,6.53,19.63,4.12,253.85,209.61,3.759,43.84839765
9/21/2014,0,24.4,1.65,14.73,3.74,292.95,195.76,1.5981,65.37749827
9/22/2014,0,23.6,0.04,19.36,3.61,245.1,230.87,1.6479,51.31745175
9/23/2014,0,21.9,0,19.79,5.61,240.96,231.27,3.3495,41.07904171
9/24/2014,0,20.3,0,19.5,7.05,229.8,232.24,4.4092,32.0613938
9/25/2014,0,19,0.01,14.58,6.13,245.69,209.47,7.1257,48.6748087
9/26/2014,0,19.5,5.16,10.91,-0.3,231.64,224.68,4.0663,71.73657941
9/27/2014,0,24.3,5.34,4.96,-1.05,276.47,150.97,2.2386,78.78673656
9/28/2014,0.01,27.6,5.99,5.39,-1.07,275.5,156.96,2.4891,81.05834967
9/29/2014,0.018,27.3,0.1,13.43,-1.92,232.67,213.95,2.0882,62.69484057
9/30/2014,0.014,24.3,0.12,14.19,0.68,225.57,218.12,2.025,54.37949483
10/1/2014,0.009,22.7,0.06,12.03,-2.94,214.44,222.39,2.6419,59.82571611
10/2/2014,0.007,21.8,0.42,18.45,0.17,193.52,221.22,1.685,19.1998632
10/3/2014,0.004,21.3,0,19.76,2.45,216.23,217.19,1.9294,25.08221345
10/4/2014,0.002,20.6,0,20.86,4.24,218.71,215.3,1.6862,23.31073044
10/5/2014,0.001,20,0,19.82,3.6,218.65,213.36,1.5092,27.78072633
10/6/2014,0,20.1,0,21.08,3.64,220.33,209.24,1.2037,23.97582647
10/7/2014,0,20.1,0,19.64,4.83,230.99,203.94,0.415,28.86062675
10/8/2014,0,20.9,0,18.81,3.45,235.65,202.79,1.5523,33.87435432
10/9/2014,0,20.3,0,16.4,1.8,218.82,202.88,2.486,36.71616394
10/10/2014,0,20.6,0.39,16.77,1.68,224.53,199.24,1.7488,39.09027474
10/11/2014,0,20.3,0,19,2.07,227.49,188.52,0.9751,33.50959936
10/12/2014,0,19.8,0,14.09,0,216.55,196.07,2.392,26.611752
10/13/2014,0,20.1,0.21,19.3,2.98,228.62,188.06,1.4091,28.0712423
10/14/2014,0,19.8,0,15.22,6.82,229.47,187.1,5.2604,31.05926367
10/15/2014,0,19,0,10.36,0.9,238.84,176.13,8.2636,62.10465239
10/16/2014,0,19.4,0,14.45,-0.36,233.96,174.03,1.9297,39.96156543
10/17/2014,0,19.1,0,14.32,1.41,251.21,159.52,3.1633,31.71051278
10/18/2014,0,18.7,0,13.55,-0.79,245.78,182.87,0.9595,55.68660443
10/19/2014,0,18.9,0,15.32,0.92,220.61,181.95,3.1309,41.34850148
10/20/2014,0,19.2,0,11.59,1.82,220.09,178.3,4.4413,46.66637203
10/21/2014,0,18.8,0,11.01,-1.2,201.41,173.79,3.2298,43.50158541
10/22/2014,0,19.2,0,16.07,0.24,233.64,161.22,1.7507,36.48841597
10/23/2014,0,18.5,0,13.9,5.3,229.78,169.64,4.7175,32.39688248
10/24/2014,0,18.2,0,15.7,7.22,212.37,174.65,5.3316,23.61547159
10/25/2014,0,18.1,5,9.08,0.6,221.37,148.32,8.1343,52.51667851
10/26/2014,0,19.4,0.9,8.64,-4.19,203.07,169.39,3.3377,63.50528374
10/27/2014,0,18.9,0.29,12.02,-5.48,202.91,160.16,1.172,34.67207278
10/28/2014,0,19.7,0,14.88,-0.02,229.69,164.37,1.2734,41.50694219
10/29/2014,0,19.6,0.21,15.8,0.49,213.19,162.72,0.7596,38.63611171
10/30/2014,0,19.4,0,14.27,0.84,218.49,152.63,3.8092,34.30037008
10/31/2014,0,19.1,6.69,9.28,-1.88,230.95,133.03,5.3868,47.64077404
11/1/2014,0.001,20.1,4.93,-0.14,-8.38,269.31,129.94,4.4103,83.83757783
11/2/2014,0.018,18.3,0.2,0.83,-10.14,188.77,157.08,2.168,67.94943203
11/3/2014,0.018,17.3,0.37,6.6,-9.75,177.41,152.61,1.5397,36.82097467
11/4/2014,0.016,19.3,0.34,11.69,-3.42,209.85,143.42,0.4282,30.78648081
11/5/2014,0.005,21.5,0,13.73,-1.01,221.55,149.28,1.8375,50.57247771
11/6/2014,0.002,21.2,0,14.16,1.84,217.97,143.44,3.1125,41.17390826
11/7/2014,0,20.7,0,16.81,1.99,210.73,148.32,1.277,30.88065382
11/8/2014,0,21.5,0,17.9,1.24,224.29,144.01,1.7872,26.14033979
11/9/2014,0,20.8,0,16.97,2.79,221.99,143.75,1.454,28.48341734
11/10/2014,0,21.2,0,15.06,1.99,197.11,147.6,3.3084,25.02732665
11/11/2014,0,20.5,0,12.23,1.1,203.44,136.72,3.4938,26.25641504
11/12/2014,0,20.6,2.1,10.78,0.13,221.5,129.61,3.1905,39.55076448
11/13/2014,0,28.4,14.19,5.22,-0.93,251.53,106.97,5.7502,62.22010787
11/14/2014,0.005,25.9,1.2,5.89,-2.37,218.18,126.18,3.932,54.24076511
11/15/2014,0.004,23.1,0.24,5.53,-7.65,197,127.21,3.7159,41.18317384
11/16/2014,0.003,19.6,0.43,4.81,-11.6,168.87,134.07,1.4666,40.86350388
11/17/2014,0.002,18,0,8.5,-5.95,182.42,136.36,1.8576,14.24946617
11/18/2014,0.002,17.6,0.23,9.64,-5.08,184.06,126.26,2.6723,19.82833746
11/19/2014,0.002,20.4,0.38,4.96,-3.75,255.11,77.5,3.9532,35.96192087
11/20/2014,0.002,20.3,0.91,5.46,-5.57,222.4,111.82,3.0847,67.3109676
11/21/2014,0.003,19.6,2.23,6.24,-8.07,221.37,125.37,1.181,66.03005742
11/22/2014,0.002,20,11.45,5,-6.31,276.11,82.43,6.8882,76.51179819
11/23/2014,0.005,21.6,0.11,4.36,-8.79,193.92,116.41,3.663,45.62677237
11/24/2014,0.004,20,0.12,5.98,-7.22,180.98,126.02,2.3521,28.46898764
11/25/2014,0.003,19.8,0,13.08,-2.01,206.3,112.88,3.4627,30.69844167
11/26/2014,0.001,22,0,14.41,0.41,207.96,121.13,2.9579,29.68276367
11/27/2014,0,22,0,11.71,1.87,218.72,116.12,4.1726,28.64264062
11/28/2014,0,21.4,0,8.65,1.64,195.87,121.37,5.8845,20.24393325
11/29/2014,0,20.6,20.75,2.53,-4.25,212.69,76.24,7.8979,43.62636138
11/30/2014,0.018,20.6,7.51,1.44,-4.17,244.8,90.13,5.5983,65.0729331
12/1/2014,0.023,22.4,1.15,5.39,-6.14,234.08,106.3,3.7586,70.07442572
12/2/2014,0.02,21.2,20.44,2.96,-5.72,266.43,64.13,3.5702,76.95626562
12/3/2014,0.033,31,24.06,2.51,-1.36,265.13,81.38,7.7326,69.25517409
12/4/2014,0.04,32,3.65,3.72,-3.95,245.13,106.21,5.3637,65.87126317
12/5/2014,0.068,28.3,0.73,3.99,-3.98,222.02,96.11,3.0929,61.95986829
12/6/2014,0.067,26.9,0,6.06,-4.47,238.78,106.5,2.8713,66.81514348
12/7/2014,0.066,25.1,0,7.77,-4.46,204.52,107.22,2.7605,46.9359706
12/8/2014,0.062,25.3,0.87,8.63,-3.33,207.17,110.34,2.5547,44.22725705
12/9/2014,0.06,25.9,0.63,9.17,-1.96,213.76,107.45,1.6206,52.12519319
12/10/2014,0.059,26.6,0.21,8.42,-1.71,219.86,105.66,2.9134,45.60170288
12/11/2014,0.053,26.9,7.51,4.86,0.09,234.34,89.13,11.045,56.37179101
12/12/2014,0.061,28.1,14.74,0.06,-7.6,259.6,93.1,7.8472,82.46567207
12/13/2014,0.092,26.4,0.19,0.1,-11.73,209.02,111.51,2.6419,72.27171005
12/14/2014,0.093,23.7,0.42,2.61,-10.66,208.39,90.82,0.8436,47.44089105
12/15/2014,0.093,27.1,8.56,0.28,-7.61,246.88,86.87,4.4348,58.72730592
12/16/2014,0.105,28.1,3.01,-0.48,-7.24,244.25,94.24,4.1865,74.68690714
12/17/2014,0.103,27.1,0.62,-0.54,-7.85,216.47,97.94,2.6605,66.86329318
12/18/2014,0.111,26.9,0.21,2.81,-8.58,228.64,103.91,1.4052,65.07811731
12/19/2014,0.112,27.6,7.37,1.5,-3.59,215.39,81.3,3.5405,52.53941791
12/20/2014,0.119,29.4,3.92,4.21,-2.22,275.19,56.99,4.09,68.33645171
12/21/2014,0.12,29.8,0.26,8.89,-0.99,284.87,75.94,6.9298,68.52164548
12/22/2014,0.104,29.6,0.01,10.56,-2.94,217.36,107.66,6.1836,66.21013069
12/23/2014,0.085,29.1,0.11,11.69,-3.53,201.4,108.98,1.9679,41.3412068
12/24/2014,0.099,29.4,9.51,5.63,-10.48,220.27,83.28,5.8618,65.6140609
12/25/2014,0.11,25.9,0,-8.07,-14.73,193.82,111.24,6.0315,81.5215916
12/26/2014,0.108,24.6,0,-4.9,-16.02,150.49,112.44,3.3502,56.33485765
12/27/2014,0.113,24.4,0.74,5.54,-12.63,160.11,110.73,1.2214,28.33060837
12/28/2014,0.112,25.3,0,3.87,-6.32,191.55,112.35,4.7625,37.02924072
12/29/2014,0.109,24.4,0.31,1.9,-11.17,155.64,112.21,7.9559,30.95682245
12/30/2014,0.101,22.9,3.29,-10.15,-17.6,186.95,100.89,3.9234,74.52848497
12/31/2014,0.104,24,0,-8.34,-19.99,131.83,117.64,7.8232,40.05413722
1/1/2015,0.097,22.2,0,1.15,-14.27,161.71,118.42,3.1642,36.79098147
1/2/2015,0.095,24.6,0.21,4.37,-9.59,172.85,118.53,1.7087,37.24337848
1/3/2015,0.104,27.9,0,8.08,-6.78,184.08,116.41,3.0711,37.6474249
1/4/2015,0.103,28.7,0,8.62,-4.02,201.6,101.5,2.6848,30.14287539
1/5/2015,0.101,28.9,0.03,12.16,-2.87,209.02,114.03,1.3625,35.54980573
1/6/2015,0.099,28.3,0.34,13.67,-0.82,218.46,115.33,2.7621,39.81643482
1/7/2015,0.096,27.8,0,12.84,-2.16,192.95,120.6,2.4107,33.85598635
1/8/2015,0.092,27.4,0,10.67,-3.41,180.21,120.86,0.5708,29.79313654
1/9/2015,0.104,28.5,0,6.06,-2.27,228.43,99.89,0.2624,38.64771401
1/10/2015,0.105,30.2,0,6.28,-3.33,258.72,52.76,1.5966,51.74467653
1/11/2015,0.108,29.4,0.09,5.79,-3.9,269.01,101.6,0.132,62.21800821
1/12/2015,0.109,29.2,0,3.69,-4.58,207.42,116.38,2.6586,52.31919786
1/13/2015,0.108,29.1,0,0.66,-8.75,183.51,124.13,2.2951,61.1308521
1/14/2015,0.107,29.2,0,9.29,-8.63,166.1,127.34,1.8226,33.29357694
1/15/2015,0.105,29.1,0.24,9.03,-3.6,182.08,122.1,2.6178,34.49166825
1/16/2015,0.102,28.9,0.88,5.93,-0.18,226.48,115.42,3.1852,40.2968211
1/17/2015,0.103,28.1,0,10.47,-0.96,230.11,113.11,2.0051,55.1419134
1/18/2015,0.098,27.4,0,9.07,-1.56,236.55,109.2,3.4377,39.76672661
1/19/2015,0.09,26.1,0,8.48,-4.01,234.28,119.9,2.1951,59.73464366
1/20/2015,0.086,25.7,0,5.08,-6.99,199.41,120.73,0.7748,53.76889189
1/21/2015,0.085,26.1,0,4.47,-9.21,176.37,134.24,2.2685,43.70195528
1/22/2015,0.083,25.9,0,7.48,-6.76,188.76,118.2,1.3843,25.50521687
1/23/2015,0.096,27,0,4.37,-6.77,203.21,132.92,2.5789,42.38840488
1/24/2015,0.093,27,0.21,9.18,-5.62,188.27,133.57,3.8745,31.45819889
1/25/2015,0.089,27,0.21,12.22,-1.71,206.07,135.49,4.4191,37.75989667
1/26/2015,0.078,28.9,0.05,11.21,-2.13,208.95,131.63,3.7347,36.20520764
1/27/2015,0.105,30.4,4.34,2.44,-4.92,262.74,100.8,1.6213,60.43662641
1/28/2015,0.126,27.8,0,4.93,-6.18,222.18,132.25,1.5444,58.05223935
1/29/2015,0.124,29,0,6.55,-5.43,209.37,135.04,3.0504,53.94409348
1/30/2015,0.123,30.4,0,0.31,-4.75,197.99,139.38,2.3205,60.72042781
1/31/2015,0.123,29.8,0,5.56,-6.27,183.35,148.14,4.1714,47.86292693
2/1/2015,0.118,26.2,0.14,11.4,-3.84,189.91,143.81,1.2481,16.86268425
2/2/2015,0.114,30.5,0,8.28,-1.81,223.49,145.85,3.4174,36.83376903
2/3/2015,0.112,29.1,0,8.99,-1.15,209.8,144.29,3.19,35.15971025
2/4/2015,0.106,28.3,0,9.48,-0.09,196.43,152.42,4.3159,25.20503917
2/5/2015,0.099,28.4,0,8.62,0.72,193.21,157.99,6.2413,22.75796395
2/6/2015,0.091,27.6,25,7.88,-1.95,222.62,120.91,10.6053,40.44432856
2/7/2015,0.092,65.4,47.57,3.87,-1.47,278.17,70.81,9.8676,73.62307298
2/8/2015,0.145,100,39.07,5.17,-1.73,257.62,107.6,5.7776,70.72214151
2/9/2015,0.157,188,13.32,1.77,-8.02,239.84,155.67,8.3931,78.61484347
2/10/2015,0.176,120,0.17,8.29,-9.15,184.35,153.28,0.6165,41.72682734
2/11/2015,0.174,102,0.17,12.67,-3.41,205.18,166.75,1.5937,28.50174656
2/12/2015,0.169,86.1,0,16.31,1.03,212.5,170.67,0.4312,26.7465793
2/13/2015,0.195,87.9,0,16.04,0.66,209.8,172.52,2.2606,27.78468887
2/14/2015,0.179,96.2,0,12.63,-0.62,207.73,174.36,1.4179,33.22346525
2/15/2015,0.165,101,0,9.15,-2.84,199.52,178.06,1.8132,38.7326162
2/16/2015,0.157,98.7,0,13.09,-1.88,188.65,180.78,0.7939,21.52436929
2/17/2015,0.149,96.6,0,13.82,-2.02,199.33,180.13,1.3687,25.7542531
2/18/2015,0.187,101,0,14.59,-0.56,200.17,181.45,1.3025,24.83770247
2/19/2015,0.178,106,0.01,12.34,-1.51,197.31,183.82,0.3153,31.12684142
2/20/2015,0.169,101,0,10.9,-3.09,191.5,189.9,2.4478,36.71231104
2/21/2015,0.162,97.2,0,9.09,-6.92,194.64,182.62,3.1389,33.95580667
2/22/2015,0.153,95.9,2.92,-5.1,-10.77,222.09,127.04,3.6517,74.33898675
2/23/2015,0.166,83,0,-5.15,-14.3,218.67,155.15,4.1626,70.32884451
2/24/2015,0.168,75.6,0,7.69,-13.76,165.72,195.11,2.4605,36.90085877
2/25/2015,0.164,73,0,9.21,-4.7,186.57,197.43,3.5444,27.89461116
2/26/2015,0.158,71,0,5.72,-5.13,193.61,196.83,3.9864,40.79474536
2/27/2015,0.154,68,7.39,1.33,-7.46,202.89,186.82,4.1747,54.04468411
2/28/2015,0.199,66,6.06,-0.77,-9.63,255.25,114.79,3.1947,69.52797219
3/1/2015,0.206,63,5.7,-2.09,-9.41,210.7,181.88,2.6147,66.57436346
3/2/2015,0.208,60,1.28,-0.31,-11.33,213.24,164.45,0.5262,69.21778716
3/3/2015,0.221,57,0,-0.81,-12.64,181.2,205.4,1.7387,71.40994454
3/4/2015,0.22,57,0.15,6.15,-13.57,153.35,218.46,1.2432,39.75105085
3/5/2015,0.219,57,0,8.54,-8.56,159.39,220.96,1.3352,23.96357117
3/6/2015,0.217,56.8,0.01,9.66,-5.92,161.97,223.64,1.9301,21.26656875
3/7/2015,0.214,57.5,0.15,12.71,-4.5,174.83,221.97,2.7439,19.96864598
3/8/2015,0.21,57.9,0,11.83,-4.12,174.06,225.42,1.0804,21.77948636
3/9/2015,0.205,59.1,0,10.88,-4.01,174.76,228.17,2.1255,27.7264075
3/10/2015,0.2,61.5,0.4,11.43,-3.14,185.17,210.39,1.8795,22.02232084
3/11/2015,0.189,64.5,1.05,5,-3,268.32,115.1,4.5848,53.22105287
3/12/2015,0.186,66,0.22,8.6,-4.19,198.68,224.58,1.4253,55.56230731
3/13/2015,0.178,70.7,0,14.66,-3.88,206.2,211.69,2.8825,33.61632998
3/14/2015,0.17,82.6,0,15.8,3.37,243.93,172.92,2.2891,23.62033881
3/15/2015,0.159,118,0.01,10.87,3.46,250.88,212.91,4.6135,33.81127431
3/16/2015,0.134,146,0,10.16,2,221.99,210.82,3.5202,20.3426108
3/17/2015,0.164,140,0,8.35,-1.49,253.32,208.9,2.5761,49.61006916
3/18/2015,0.153,139,0,9.56,-4.02,209.3,230.85,1.5944,47.62620681
3/19/2015,0.148,134,0,13.04,-4.77,190.15,245.12,2.2997,36.49894805
3/20/2015,0.142,134,0,12.72,-1.86,191.17,230.39,2.0297,21.72542795
3/21/2015,0.132,141,0,8.58,-2.63,210.74,231.16,3.5425,23.14523674
3/22/2015,0.126,133,0.85,7.1,-2.33,218.56,215.92,3.9255,38.65868728
3/23/2015,0.121,128,2.62,3.84,-3.48,217.5,230.47,5.3059,56.04434027
3/24/2015,0.119,116,0,6.2,-2.8,225.16,177.95,3.2616,44.4997263
3/25/2015,0.117,107,0,11.41,-4.39,212.84,231.59,1.6525,48.85694118
3/26/2015,0.144,116,0,15.21,-1.7,212.95,251.39,1.7925,38.64991315
3/27/2015,0.134,145,0.01,13.98,0.51,212.33,255.51,1.9184,36.29555019
3/28/2015,0.12,177,0,14.24,-0.23,201.42,251.25,1.4784,29.34768907
3/29/2015,0.111,181,0,15.63,-1.63,210.71,259.56,1.8302,26.04908855
3/30/2015,0.103,205,0,16.06,0.15,200.83,261.84,0.6284,23.06624674
3/31/2015,0.095,213,0,9.14,-4.35,196.47,266.32,4.3461,30.91887538
4/1/2015,0.089,170,0,5.98,-8.76,174.83,250.02,1.4031,35.62178497
4/2/2015,0.087,138,0,3.22,-8.82,167.84,276.47,2.0093,37.36546771
4/3/2015,0.086,119,0,7.7,-9.06,170.56,280.96,1.639,33.53376818
4/4/2015,0.084,113,0,6.63,-3.59,175.45,275.64,4.2059,22.41544356
4/5/2015,0.082,106,8.06,1.1,-6.19,194.94,260.48,6.2368,41.92662278
4/6/2015,0.087,101,1.48,1.03,-7.18,201.17,265.08,4.7199,49.81401639
4/7/2015,0.105,95.9,21.88,-3.32,-9.49,212.25,202.58,5.5448,64.83227251
4/8/2015,0.13,91.4,3.57,2.38,-10.67,218.47,247.46,4.1948,55.80649138
4/9/2015,0.131,102,0.51,6.74,-9.84,175.83,284.95,2.8586,39.93285035
4/10/2015,0.128,101,0,7.69,-5.19,183.88,288,2.3244,31.95682962
4/11/2015,0.119,102,0.15,8.83,-3.37,196.27,267.78,1.6859,31.67130153
4/12/2015,0.115,101,0.13,13.52,-3.32,195.35,287.81,1.7269,30.81974065
4/13/2015,0.11,117,0,11.62,-1.39,190.87,294.22,3.1789,24.93404206
4/14/2015,0.101,128,0,3.88,-9.12,187.02,296.22,6.0066,53.34187873
4/15/2015,0.097,113,0,5.88,-10.52,175.69,298.73,3.0953,34.15851784
4/16/2015,0.095,105,0,9.24,-9.12,174.3,301.6,2.9472,29.52605234
4/17/2015,0.092,105,0,12.5,-5.48,182.64,303.02,1.7239,28.08290845
4/18/2015,0.09,112,0,13.54,-1.9,198.04,300.26,1.9111,28.08824446
4/19/2015,0.087,124,0,13.98,-2.1,210.16,299.94,1.835,32.08421841
4/20/2015,0.083,142,0,14.56,-0.67,207.25,300.2,0.7433,27.59037519
4/21/2015,0.083,153,0.25,13.33,-1.42,216.46,285.7,1.2566,30.92103824
4/22/2015,0.08,148,3.01,10.19,-1.94,222.75,296.15,0.3359,43.4447087
4/23/2015,0.083,146,1.35,9.51,-0.72,236.21,290.95,1.9225,50.6491324
4/24/2015,0.093,162,4.32,4.19,-2.16,240.5,258.82,4.3788,60.18828573
4/25/2015,0.092,152,20.24,2.37,-5.54,257.15,204.72,5.0309,75.40759492
4/26/2015,0.115,146,1.11,7.33,-6.71,206.78,276,5.9512,50.75568349
4/27/2015,0.106,166,0.15,12.28,-2.88,211.31,310.43,3.4178,39.88135628
4/28/2015,0.098,203,0.13,14.92,-0.31,202.17,315.29,1.5646,27.65212535
4/29/2015,0.087,254,0.01,14.31,1.71,208.88,315.11,2.4208,29.12287869
4/30/2015,0.075,289,0.03,14.59,-1.1,211.54,314,1.0123,34.34980768
